,CH10,CH9
11283,317,697
11284,317,920
11285,321,749
11286,325,699
11287,321,733
11288,319,877
11289,325,893
11290,318,112
11291,332,423
11292,335,285
11293,344,175
11294,336,123
11295,482,34
11296,380,58
11297,524,76
11298,465,80
11299,424,84
11300,552,93
11301,488,83
11302,524,81
11303,547,79
11304,570,74
11305,546,84
11306,553,87
11307,536,83
11308,521,72
11309,473,67
11310,454,65
11311,419,67
11312,366,125
11313,377,63
11314,372,96
11315,395,109
11316,373,151
11317,371,164
11318,372,174
11319,373,224
11320,395,240
11321,400,230
11322,403,74
11323,383,103
11324,414,76
11325,399,48
11326,404,66
11327,429,66
11328,433,65
11329,410,62
11330,418,59
11331,424,40
11332,440,38
11333,467,49
11334,474,52
11335,444,30
11336,428,23
11337,414,21
11338,336,0
11339,324,0
11340,325,0
11341,328,0
11342,330,0
11343,343,0
11344,346,0
11345,339,0
11346,316,152
11347,0,175
11348,0,170
11349,0,170
11350,0,167
11351,0,176
11352,0,169
11353,0,164
11354,0,159
11355,0,174
11356,0,169
11357,0,162
11358,0,169
11359,121,160
11360,266,169
11361,365,159
11362,369,0
11363,374,0
11364,356,0
11365,353,0
11366,353,0
11367,341,0
11368,350,0
11369,347,0
11370,332,0
11371,347,0
11372,344,0
11373,337,0
11374,335,0
11375,338,7
11376,335,137
11377,250,156
11378,157,155
11379,93,150
11380,30,149
11381,0,141
11382,0,149
11383,0,148
11384,0,159
11385,26,137
11386,125,145
11387,179,147
11388,248,138
11389,283,147
11390,307,151
11391,336,151
11392,333,83
11393,329,0
11394,320,0
11395,336,0
11396,333,0
11397,334,0
11398,331,0
11399,327,0
11400,301,0
11401,291,0
11402,335,0
11403,336,0
11404,312,0
11405,326,0
11406,355,114
11407,261,146
11408,213,142
11409,136,148
11410,34,143
11411,13,144
11412,0,138
11413,0,143
11414,0,138
11415,0,133
11416,10,137
11417,71,129
11418,155,141
11419,181,145
11420,173,138
11421,231,147
11422,188,78
11423,179,0
11424,221,0
11425,209,0
11426,150,0
11427,149,0
11428,162,0
11429,156,0
11430,178,0
11431,179,0
11432,193,0
11433,194,51
11434,215,121
11435,224,134
11436,242,186
11437,261,258
11438,243,235
11439,233,322
11440,221,275
11441,220,349
11442,224,355
11443,191,304
11444,200,297
11445,212,368
11446,234,300
11447,245,315
11448,330,1290
11449,334,552
11450,453,177
11451,942,167
11452,1345,148
11453,1674,161
11454,1945,138
11455,2164,155
11456,2345,138
11457,2497,134
11458,2211,150
11459,1757,155
11460,1385,140
11461,1079,147
11462,819,149
11463,606,172
11464,433,177
11465,328,255
11466,327,745
11467,327,1179
11468,322,1568
11469,324,1854
11470,327,2123
11471,329,2327
11472,324,2480
11473,321,2188
11474,317,1724
11475,316,1332
11476,316,984
11477,318,748
11478,323,536
11479,327,364
11480,331,254
11481,440,247
11482,540,220
11483,1649,672
11484,1968,514
11485,2227,687
11486,2420,701
11487,2594,741
11488,2405,593
11489,1912,781
11490,1498,625
11491,1146,646
11492,868,669
11493,0,245
11494,0,300
11495,0,257
11496,0,373
11497,0,483
11498,186,566
11499,319,0
11500,324,0
11501,316,0
11502,320,0
11503,313,0
11504,309,0
11505,315,0
11506,308,0
11507,344,3886
11508,335,0
11509,334,0
11510,349,0
11511,337,0
11512,330,0
11513,324,28
11514,328,101
11515,323,121
11516,318,135
11517,291,117
11518,282,139
11519,272,133
11520,253,127
11521,246,140
11522,231,126
11523,239,113
11524,257,132
11525,275,119
11526,292,129
11527,307,131
11528,328,138
11529,1606,104
11530,3945,116
11531,5755,108
11532,6938,81
11533,8071,69
11534,9087,68
11535,9910,41
11536,10435,34
11537,8323,23
11538,6354,24
11539,4681,32
11540,3365,44
11541,2279,106
11542,1377,95
11543,652,96
11544,375,1038
11545,363,3205
11546,355,4866
11547,348,6245
11548,345,7357
11549,343,8167
11550,340,9027
11551,338,9692
11552,336,7724
11553,329,5807
11554,336,4283
11555,337,3003
11556,345,1959
11557,346,1093
11558,346,359
11559,501,32
11560,970,52
11561,1356,5
11562,1682,26
11563,1945,8
11564,2153,0
11565,2304,0
11566,0,83
11567,0,90
11568,0,80
11569,0,89
11570,0,91
11571,0,89
11572,0,93
11573,0,93
11574,0,119
11575,0,227
11576,0,318
11577,263,377
11578,305,0
11579,305,0
11580,310,0
11581,307,0
11582,309,0
11583,314,0
11584,305,0
11585,302,0
11586,306,0
11587,311,0
11588,312,0
11589,317,0
11590,332,0
11591,357,0
11592,373,82
11593,99,134
11594,0,129
11595,0,138
11596,0,136
11597,0,127
11598,0,144
11599,0,141
11600,0,130
11601,0,136
11602,0,58
11603,0,71
11604,0,75
11605,0,177
11606,0,276
11607,300,378
11608,397,0
11609,384,0
11610,399,0
11611,376,0
11612,397,0
11613,407,0
11614,381,0
11615,388,0
11616,408,0
11617,395,0
11618,424,0
11619,382,0
11620,445,0
11621,477,0
11622,460,0
11623,243,73
11624,0,83
11625,0,91
11626,0,86
11627,0,99
11628,0,97
11629,0,98
11630,0,106
11631,0,120
11632,0,115
11633,0,128
11634,7,127
11635,146,156
11636,308,194
11637,480,214
11638,512,25
11639,481,0
11640,474,0
11641,482,0
11642,472,0
11643,461,0
11644,446,0
11645,442,0
11646,426,0
11647,410,0
11648,411,0
11649,362,0
11650,339,0
11651,329,0
11652,347,87
11653,299,131
11654,229,131
11655,174,139
11656,114,135
11657,69,128
11658,13,131
11659,0,134
11660,0,139
11661,49,130
11662,97,137
11663,153,135
11664,200,126
11665,242,137
11666,282,140
11667,342,147
11668,320,126
11669,335,57
11670,334,0
11671,331,0
11672,324,0
11673,310,0
11674,332,0
11675,328,0
11676,345,0
11677,322,0
11678,322,0
11679,231,0
11680,229,0
11681,337,0
11682,232,74
11683,403,133
11684,246,132
11685,69,136
11686,14,139
11687,78,126
11688,32,132
11689,90,129
11690,51,139
11691,0,146
11692,0,137
11693,192,140
11694,210,141
11695,225,143
11696,79,153
11697,201,159
11698,205,145
11699,161,67
11700,101,0
11701,67,0
11702,0,0
11703,0,0
11704,0,0
11705,0,0
11706,0,0
11707,0,0
11708,0,0
11709,0,0
11710,0,45
11711,0,78
11712,0,116
11713,0,132
11714,0,137
11715,0,128
11716,0,133
11717,0,136
11718,0,141
11719,253,8020
11720,258,6165
11721,271,4702
11722,296,3488
11723,312,2507
11724,310,1700
11725,314,977
11726,315,403
11727,536,288
11728,914,350
11729,1207,285
11730,1463,283
11731,1642,356
11732,1819,290
11733,1955,289
11734,2036,294
11735,1638,295
11736,1283,299
11737,996,383
11738,772,391
11739,598,321
11740,445,410
11741,325,333
11742,286,532
11743,287,910
11744,275,1228
11745,267,1572
11746,266,1685
11747,262,1956
11748,273,1997
11749,260,2117
11750,273,1866
11751,274,1539
11752,274,1270
11753,275,944
11754,278,882
11755,272,737
11756,249,620
11757,318,0
11758,333,0
11759,352,0
11760,358,98
11761,240,241
11762,0,284
11763,0,282
11764,0,255
11765,0,258
11766,0,255
11767,0,256
11768,0,293
11769,0,259
11770,0,305
11771,0,268
11772,0,322
11773,86,302
11774,201,355
11775,295,371
11776,332,243
11777,338,4
11778,341,0
11779,339,0
11780,688,0
11781,2560,0
11782,3309,0
11783,3980,0
11784,1250,0
11785,1354,3
11786,1460,40
11787,1513,72
11788,1431,100
11789,1154,116
11790,1056,134
11791,920,136
11792,732,136
11793,549,130
11794,398,132
11795,293,129
11796,280,368
11797,276,515
11798,271,700
11799,279,905
11800,290,1023
11801,299,1125
11802,308,1203
11803,309,1278
11804,311,1288
11805,315,1058
11806,318,860
11807,317,649
11808,316,483
11809,316,354
11810,319,220
11811,320,98
11812,390,91
11813,440,76
11814,468,91
11815,491,101
11816,499,108
11817,358,136
11818,367,141
11819,371,141
11820,359,144
11821,347,143
11822,330,141
11823,320,142
11824,313,139
11825,310,144
11826,309,158
11827,309,166
11828,312,166
11829,315,177
11830,318,183
11831,321,191
11832,317,191
11833,298,375
11834,299,354
11835,299,289
11836,314,168
11837,67,162
11838,301,191
11839,304,168
11840,305,152
11841,305,123
11842,305,119
11843,315,103
11844,322,100
11845,0,135
11846,0,138
11847,0,138
11848,0,142
11849,0,137
11850,0,138
11851,0,136
11852,297,38
11853,326,0
11854,327,0
11855,323,0
11856,322,0
11857,311,0
11858,318,0
11859,317,0
11860,306,0
11861,311,0
11862,303,0
11863,309,0
11864,310,0
11865,322,0
11866,319,0
11867,316,139
11868,0,195
11869,0,185
11870,0,176
11871,0,169
11872,0,169
11873,0,178
11874,0,182
11875,0,179
11876,0,171
11877,0,173
11878,0,166
11879,0,164
11880,0,171
11881,164,174
11882,311,169
11883,322,0
11884,334,0
11885,319,0
11886,324,0
11887,342,0
11888,326,0
11889,333,0
11890,314,0
11891,319,0
11892,324,0
11893,321,0
11894,321,0
11895,334,0
11896,341,9
11897,337,132
11898,278,133
11899,0,73
11900,0,77
11901,0,90
11902,150,122
11903,140,126
11904,338,70
11905,543,47
11906,480,50
11907,435,66
11908,390,70
11909,351,76
11910,334,78
11911,324,148
11912,651,90
11913,333,46
11914,341,104
11915,345,110
11916,358,116
11917,362,126
11918,354,131
11919,360,137
11920,344,129
11921,271,136
11922,299,141
11923,326,140
11924,348,145
11925,361,144
11926,373,145
11927,368,113
11928,369,74
11929,241,45
11930,427,19
11931,688,0
11932,924,0
11933,1251,0
11934,359,0
11935,332,0
11936,335,0
11937,340,0
11938,368,7
11939,372,84
11940,373,120
11941,370,136
11942,351,134
11943,344,135
11944,323,140
11945,329,136
11946,318,134
11947,304,135
11948,292,137
11949,323,134
11950,327,134
11951,328,131
11952,335,133
11953,336,132
11954,339,133
11955,468,132
11956,1219,123
11957,2343,111
11958,3251,101
11959,3926,96
11960,4354,93
11961,4739,77
11962,5107,75
11963,4117,64
11964,3180,72
11965,2433,83
11966,1890,83
11967,1403,92
11968,930,89
11969,475,105
11970,352,897
11971,351,2292
11972,344,3595
11973,342,4749
11974,339,5583
11975,335,6028
11976,329,6533
11977,332,6987
11978,325,5510
11979,331,4133
11980,337,2987
11981,340,2109
11982,338,1391
11983,340,791
11984,342,289
11985,489,109
11986,817,105
11987,1103,100
11988,1332,96
11989,1498,94
11990,1625,91
11991,1752,87
11992,1892,87
11993,1563,87
11994,1242,86
11995,989,89
11996,793,93
11997,636,95
11998,493,97
11999,378,98
12000,333,229
12001,333,561
12002,332,827
12003,332,1049
12004,332,1220
12005,334,1364
12006,335,1471
12007,334,1582
12008,334,1297
12009,329,970
12010,330,733
12011,332,563
12012,335,416
12013,335,294
12014,336,193
12015,357,144
12016,425,144
12017,478,143
12018,523,141
12019,231,135
12020,0,144
12021,0,137
12022,0,143
12023,0,143
12024,0,141
12025,0,139
12026,0,142
12027,0,141
12028,0,138
12029,0,142
12030,0,154
12031,0,226
12032,0,279
12033,154,331
12034,323,132
12035,322,0
12036,320,0
12037,320,0
12038,320,0
12039,317,0
12040,324,0
12041,321,0
12042,322,0
12043,3943,0
12044,4496,0
12045,5198,0
12046,4398,0
12047,4489,22
12048,4838,103
12049,4892,150
12050,4382,159
12051,3446,153
12052,2595,155
12053,1752,157
12054,1241,157
12055,924,157
12056,497,152
12057,172,241
12058,199,1379
12059,233,2148
12060,263,4763
12061,290,4033
12062,313,5478
12063,1236,242
12064,352,233
12065,361,0
12066,349,0
12067,353,0
12068,345,0
12069,528,0
12070,1655,0
12071,2515,0
12072,3565,0
12073,4549,0
12074,5345,0
12075,1557,45
12076,1292,73
12077,1176,99
12078,1181,120
12079,1162,135
12080,4060,146
12081,1142,135
12082,3049,142
12083,673,138
12084,461,137
12085,313,134
12086,104,1065
12087,111,1998
12088,162,2612
12089,204,3133
12090,244,3646
12091,276,3817
12092,303,4072
12093,322,4460
12094,336,5317
12095,335,4031
12096,334,2372
12097,329,1177
12098,330,469
12099,327,178
12100,330,28
12101,448,0
12102,738,0
12103,943,0
12104,1044,11
12105,1118,39
12106,1212,72
12107,1253,97
12108,1282,105
12109,1135,119
12110,987,121
12111,739,128
12112,586,121
12113,508,120
12114,454,124
12115,404,120
12116,356,119
12117,341,119
12118,330,130
12119,304,131
12120,296,159
12121,302,339
12122,303,464
12123,306,603
12124,306,877
12125,308,1020
12126,308,1076
12127,310,911
12128,310,741
12129,311,697
12130,308,507
12131,308,414
12132,308,274
12133,309,241
12134,402,78
12135,311,123
12136,466,83
12137,378,98
12138,511,94
12139,449,101
12140,452,106
12141,475,107
12142,430,110
12143,511,111
12144,373,115
12145,466,115
12146,400,124
12147,349,125
12148,319,126
12149,320,199
12150,323,236
12151,319,262
12152,321,277
12153,326,304
12154,324,329
12155,329,333
12156,327,322
12157,332,278
12158,0,178
12159,0,142
12160,0,155
12161,0,141
12162,0,137
12163,0,137
12164,0,136
12165,0,141
12166,0,142
12167,0,143
12168,0,140
12169,0,144
12170,92,141
12171,330,0
12172,323,0
12173,315,0
12174,318,0
12175,313,0
12176,315,0
12177,318,0
12178,323,0
12179,308,0
12180,304,0
12181,307,0
12182,309,0
12183,300,0
12184,319,0
12185,310,0
12186,139,178
12187,0,190
12188,0,184
12189,0,188
12190,0,184
12191,0,171
12192,0,169
12193,0,171
12194,0,171
12195,0,183
12196,0,178
12197,0,173
12198,0,172
12199,140,175
12200,279,183
12201,350,73
12202,344,0
12203,346,0
12204,343,0
12205,353,0
12206,348,0
12207,352,0
12208,351,0
12209,339,0
12210,350,0
12211,346,0
12212,343,0
12213,348,0
12214,348,0
12215,349,79
12216,319,143
12217,233,156
12218,146,150
12219,75,138
12220,18,143
12221,0,139
12222,0,143
12223,0,142
12224,0,143
12225,64,138
12226,135,139
12227,210,129
12228,257,135
12229,294,139
12230,323,135
12231,351,118
12232,358,32
12233,342,0
12234,340,0
12235,337,0
12236,342,0
12237,339,0
12238,341,0
12239,336,0
12240,345,0
12241,340,0
12242,352,2
12243,348,38
12244,334,80
12245,332,100
12246,330,119
12247,318,125
12248,296,122
12249,63,6220
12250,103,6901
12251,95,7475
12252,95,7195
12253,37,5545
12254,94,4145
12255,26,3024
12256,20,2094
12257,16,1324
12258,17,686
12259,11,179
12260,362,120
12261,716,111
12262,1029,109
12263,1175,106
12264,1359,102
12265,1613,97
12266,1707,99
12267,1650,93
12268,1249,94
12269,918,97
12270,553,103
12271,333,106
12272,227,107
12273,69,107
12274,0,109
12275,0,366
12276,0,721
12277,0,1021
12278,0,1261
12279,0,1429
12280,0,1579
12281,0,1694
12282,198,0
12283,211,0
12284,214,0
12285,221,0
12286,220,0
12287,222,0
12288,227,0
12289,236,0
12290,252,0
12291,267,193
12292,296,498
12293,244,734
12294,0,949
12295,0,790
12296,0,814
12297,0,867
12298,0,1044
12299,0,905
12300,0,929
12301,0,915
12302,0,926
12303,0,961
12304,0,886
12305,26,769
12306,148,761
12307,244,658
12308,304,593
12309,307,268
12310,307,0
12311,299,0
12312,314,0
12313,310,0
12314,318,0
12315,312,0
12316,308,0
12317,311,0
12318,311,0
12319,310,14
12320,306,52
12321,307,93
12322,310,96
12323,307,115
12324,299,144
12325,290,137
12326,279,131
12327,269,125
12328,262,105
12329,253,126
12330,252,111
12331,266,131
12332,274,129
12333,283,132
12334,298,125
12335,308,125
12336,307,106
12337,1246,126
12338,2579,126
12339,3703,117
12340,4579,82
12341,5230,113
12342,5817,105
12343,6382,55
12344,6986,83
12345,5688,70
12346,4180,83
12347,3079,81
12348,2214,90
12349,1512,106
12350,942,73
12351,473,118
12352,349,966
12353,345,2436
12354,343,3506
12355,334,4500
12356,331,5403
12357,322,6282
12358,325,6912
12359,322,7251
12360,316,5545
12361,322,4150
12362,325,3055
12363,329,2093
12364,334,1254
12365,332,677
12366,327,147
12367,464,7
12368,743,0
12369,967,0
12370,1158,0
12371,1325,0
12372,1466,0
12373,1577,0
12374,1654,0
12375,1383,0
12376,1114,0
12377,902,0
12378,742,0
12379,608,0
12380,494,21
12381,405,31
12382,347,175
12383,365,508
12384,355,758
12385,353,952
12386,351,1120
12387,365,1248
12388,351,1343
12389,352,1422
12390,354,1177
12391,357,916
12392,377,685
12393,364,500
12394,372,341
12395,368,229
12396,366,123
12397,401,76
12398,452,71
12399,512,59
12400,581,73
12401,325,59
12402,0,72
12403,0,68
12404,0,72
12405,0,51
12406,0,50
12407,0,61
12408,0,47
12409,0,47
12410,0,52
12411,0,50
12412,0,81
12413,0,141
12414,0,197
12415,193,259
12416,401,48
12417,442,0
12418,448,0
12419,442,0
12420,424,0
12421,418,0
12422,425,0
12423,426,0
12424,461,0
12425,426,0
12426,468,0
12427,461,0
12428,458,0
12429,465,0
12430,482,0
12431,464,86
12432,308,108
12433,128,112
12434,0,120
12435,0,124
12436,0,128
12437,0,127
12438,0,139
12439,0,149
12440,0,154
12441,0,154
12442,156,159
12443,272,177
12444,362,185
12445,442,202
12446,473,192
12447,467,0
12448,443,0
12449,422,0
12450,419,0
12451,382,0
12452,377,0
12453,354,0
12454,2161,0
12455,333,0
12456,331,0
12457,445,0
12458,1465,0
12459,2887,0
12460,3875,72
12461,4406,137
12462,4731,145
12463,4685,144
12464,4697,141
12465,4463,139
12466,4263,141
12467,3110,136
12468,2280,142
12469,2384,141
12470,2403,139
12471,264,137
12472,247,3732
12473,258,1926
12474,298,4571
12475,317,3420
12476,340,3193
12477,303,4775
12478,331,1282
12479,328,1247
12480,327,997
12481,331,689
12482,334,533
12483,334,385
12484,329,244
12485,337,194
12486,330,116
12487,356,109
12488,384,115
12489,385,121
12490,430,125
12491,453,126
12492,479,131
12493,533,128
12494,546,130
12495,557,131
12496,543,132
12497,517,127
12498,345,129
12499,423,131
12500,320,133
12501,314,315
12502,312,228
12503,334,132
12504,323,130
12505,316,179
12506,315,344
12507,304,284
12508,310,321
12509,300,340
12510,307,358
12511,304,351
12512,304,289
12513,291,241
12514,293,199
12515,293,177
12516,294,155
12517,296,139
12518,300,147
12519,306,154
12520,345,149
12521,331,155
12522,334,170
12523,338,162
12524,347,165
12525,350,168
12526,358,170
12527,348,176
12528,336,178
12529,327,193
12530,322,182
12531,318,183
12532,314,181
12533,315,204
12534,315,197
12535,317,211
12536,312,220
12537,301,16
12538,90,201
12539,0,197
12540,0,183
12541,0,187
12542,0,188
12543,0,192
12544,0,183
12545,0,189
12546,0,189
12547,0,184
12548,0,184
12549,0,181
12550,0,186
12551,150,186
12552,278,183
12553,328,0
12554,336,0
12555,337,0
12556,338,0
12557,343,0
12558,331,0
12559,322,0
12560,337,0
12561,328,0
12562,334,0
12563,330,0
12564,338,0
12565,337,0
12566,332,0
12567,337,115
12568,299,177
12569,196,173
12570,133,175
12571,64,191
12572,25,182
12573,0,170
12574,0,176
12575,0,170
12576,0,186
12577,76,178
12578,152,182
12579,215,190
12580,252,192
12581,293,181
12582,334,189
12583,344,177
12584,347,68
12585,352,0
12586,346,0
12587,347,0
12588,343,0
12589,342,0
12590,343,0
12591,351,0
12592,342,0
12593,343,0
12594,340,0
12595,339,45
12596,340,73
12597,344,111
12598,335,139
12599,316,145
12600,291,147
12601,289,139
12602,283,136
12603,261,135
12604,253,145
12605,248,136
12606,265,136
12607,275,136
12608,289,127
12609,319,135
12610,316,129
12611,347,130
12612,2331,116
12613,4264,122
12614,5856,111
12615,7092,76
12616,8064,73
12617,8830,47
12618,9428,48
12619,8771,47
12620,6811,35
12621,5206,41
12622,3854,73
12623,2725,76
12624,1798,86
12625,1023,101
12626,413,115
12627,366,1906
12628,363,3862
12629,356,5462
12630,352,6764
12631,349,7867
12632,347,8719
12633,338,9391
12634,336,9125
12635,338,6986
12636,339,5187
12637,343,3729
12638,346,2561
12639,352,1614
12640,358,843
12641,353,197
12642,695,103
12643,1124,103
12644,580,124
12645,0,123
12646,0,123
12647,0,122
12648,0,120
12649,0,120
12650,0,119
12651,0,118
12652,0,117
12653,0,116
12654,0,119
12655,0,121
12656,0,121
12657,0,186
12658,0,283
12659,47,365
12660,311,0
12661,323,0
12662,307,0
12663,310,0
12664,304,0
12665,313,0
12666,314,0
12667,311,0
12668,313,0
12669,314,0
12670,318,0
12671,310,0
12672,319,0
12673,351,0
12674,358,0
12675,295,147
12676,0,151
12677,0,147
12678,0,147
12679,0,158
12680,0,145
12681,0,150
12682,0,152
12683,0,154
12684,0,145
12685,0,150
12686,0,142
12687,0,151
12688,119,191
12689,256,202
12690,323,166
12691,325,0
12692,326,0
12693,329,0
12694,321,0
12695,329,0
12696,333,0
12697,336,0
12698,327,0
12699,337,0
12700,333,0
12701,324,0
12702,333,0
12703,331,0
12704,341,49
12705,337,136
12706,256,143
12707,191,137
12708,138,138
12709,100,139
12710,56,138
12711,26,138
12712,0,142
12713,20,142
12714,104,141
12715,155,137
12716,0,134
12717,0,139
12718,143,159
12719,247,185
12720,350,186
12721,354,0
12722,360,0
12723,357,0
12724,368,0
12725,361,0
12726,358,0
12727,366,0
12728,358,0
12729,365,0
12730,350,0
12731,343,0
12732,344,0
12733,335,0
12734,349,14
12735,350,121
12736,279,126
12737,213,125
12738,150,123
12739,107,121
12740,71,126
12741,39,128
12742,5,127
12743,14,123
12744,74,126
12745,137,122
12746,196,126
12747,235,129
12748,320,131
12749,997,124
12750,2589,125
12751,3863,121
12752,4928,104
12753,5765,87
12754,6502,78
12755,7013,70
12756,7412,67
12757,5972,62
12758,4578,61
12759,3456,78
12760,2496,90
12761,1687,95
12762,1069,106
12763,578,109
12764,344,582
12765,336,2037
12766,335,3233
12767,332,4261
12768,331,5152
12769,325,5887
12770,324,6419
12771,320,6931
12772,318,5809
12773,315,4454
12774,321,3290
12775,323,2325
12776,327,1537
12777,328,919
12778,337,408
12779,411,131
12780,742,120
12781,1020,112
12782,1244,112
12783,1428,107
12784,1576,108
12785,1699,107
12786,1819,103
12787,1611,99
12788,1305,102
12789,1044,105
12790,830,107
12791,660,109
12792,518,110
12793,401,112
12794,326,152
12795,326,504
12796,323,805
12797,326,1054
12798,325,1252
12799,323,1410
12800,323,1547
12801,323,1655
12802,324,1473
12803,325,1148
12804,326,879
12805,329,665
12806,331,489
12807,332,348
12808,334,226
12809,336,148
12810,410,142
12811,474,143
12812,526,141
12813,450,142
12814,0,141
12815,0,140
12816,0,146
12817,0,147
12818,0,147
12819,0,146
12820,0,143
12821,0,147
12822,0,143
12823,0,148
12824,0,145
12825,0,217
12826,0,290
12827,35,344
12828,308,359
12829,337,0
12830,336,0
12831,331,0
12832,330,0
12833,325,0
12834,325,0
12835,3464,0
12836,4169,0
12837,4610,0
12838,4988,0
12839,5288,0
12840,5081,0
12841,352,0
12842,358,0
12843,374,162
12844,167,198
12845,0,200
12846,0,190
12847,0,194
12848,0,195
12849,0,189
12850,0,187
12851,0,186
12852,160,3793
12853,206,4461
12854,245,4908
12855,276,4933
12856,302,3795
12857,318,3122
12858,331,2659
12859,333,2027
12860,332,1454
12861,333,803
12862,332,356
12863,336,11
12864,495,0
12865,713,0
12866,955,0
12867,1156,0
12868,1229,17
12869,1308,49
12870,1365,80
12871,1358,103
12872,1039,122
12873,810,135
12874,633,139
12875,504,139
12876,380,138
12877,317,141
12878,302,319
12879,294,546
12880,292,721
12881,288,870
12882,168,3973
12883,213,4408
12884,250,5148
12885,285,4642
12886,308,3912
12887,326,3254
12888,343,2214
12889,344,1623
12890,347,1063
12891,348,695
12892,350,313
12893,435,0
12894,820,0
12895,1028,0
12896,1173,0
12897,1268,0
12898,1388,0
12899,1418,30
12900,1208,63
12901,945,83
12902,718,108
12903,549,118
12904,431,134
12905,362,131
12906,311,226
12907,299,488
12908,292,729
12909,285,888
12910,279,1006
12911,276,1099
12912,288,1178
12913,300,1228
12914,232,4014
12915,263,3286
12916,291,2507
12917,312,2052
12918,328,1393
12919,334,827
12920,338,380
12921,349,70
12922,550,11
12923,824,0
12924,978,0
12925,1092,0
12926,512,82
12927,530,91
12928,541,100
12929,557,97
12930,512,108
12931,455,114
12932,415,119
12933,387,120
12934,358,113
12935,336,116
12936,326,123
12937,324,150
12938,322,154
12939,322,200
12940,318,224
12941,323,281
12942,324,308
12943,332,334
12944,335,354
12945,335,338
12946,333,297
12947,341,254
12948,343,234
12949,339,194
12950,342,170
12951,346,155
12952,346,139
12953,360,137
12954,373,136
12955,375,133
12956,383,131
12957,382,131
12958,387,132
12959,392,131
12960,0,142
12961,393,136
12962,379,136
12963,0,146
12964,0,144
12965,330,0
12966,353,135
12967,330,0
12968,328,0
12969,323,0
12970,337,0
12971,323,0
12972,333,0
12973,324,0
12974,334,0
12975,334,0
12976,329,0
12977,326,0
12978,325,0
12979,326,0
12980,265,165
12981,0,187
12982,0,178
12983,0,178
12984,0,176
12985,0,175
12986,0,170
12987,0,172
12988,0,165
12989,0,175
12990,0,165
12991,0,164
12992,0,172
12993,98,163
12994,246,176
12995,343,131
12996,342,0
12997,347,0
12998,345,0
12999,349,0
13000,353,0
13001,359,0
13002,361,0
13003,355,0
13004,342,0
13005,352,0
13006,338,0
13007,346,0
13008,356,0
13009,346,32
13010,353,145
13011,279,150
13012,183,148
13013,108,148
13014,42,147
13015,0,152
13016,0,140
13017,0,139
13018,0,150
13019,30,143
13020,120,141
13021,188,143
13022,237,146
13023,275,144
13024,318,151
13025,335,139
13026,337,57
13027,331,0
13028,329,0
13029,340,0
13030,339,0
13031,337,0
13032,338,0
13033,338,0
13034,334,0
13035,332,0
13036,329,0
13037,359,0
13038,336,97
13039,335,120
13040,332,132
13041,324,128
13042,0,142
13043,0,145
13044,0,144
13045,95,138
13046,172,140
13047,240,143
13048,296,142
13049,330,123
13050,332,0
13051,330,0
13052,758,0
13053,1641,0
13054,2437,0
13055,394,0
13056,190,146
13057,417,139
13058,416,141
13059,391,142
13060,414,143
13061,406,144
13062,399,144
13063,397,144
13064,397,150
13065,393,154
13066,0,189
13067,0,145
13068,0,148
13069,0,145
13070,0,155
13071,0,151
13072,0,148
13073,420,134
13074,326,401
13075,370,145
13076,353,147
13077,366,146
13078,0,158
13079,296,5
13080,280,0
13081,286,0
13082,285,0
13083,280,155
13084,287,221
13085,291,193
13086,1177,144
13087,930,144
13088,732,149
13089,582,153
13090,168,0
13091,283,0
13092,287,0
13093,283,12
13094,284,68
13095,277,106
13096,284,126
13097,279,162
13098,283,167
13099,262,181
13100,261,170
13101,246,166
13102,240,172
13103,232,179
13104,268,180
13105,0,176
13106,0,179
13107,0,179
13108,0,188
13109,0,180
13110,445,158
13111,125,3870
13112,0,180
13113,0,199
13114,263,0
13115,244,0
13116,260,0
13117,261,0
13118,292,0
13119,292,0
13120,296,0
13121,285,0
13122,289,0
13123,287,0
13124,291,0
13125,294,0
13126,289,110
13127,37,278
13128,0,260
13129,0,253
13130,0,287
13131,0,250
13132,0,239
13133,0,274
13134,0,264
13135,0,651
13136,0,551
13137,0,575
13138,0,596
13139,0,613
13140,0,771
13141,102,661
13142,241,374
13143,251,0
13144,266,0
13145,281,0
13146,294,0
13147,297,0
13148,307,0
13149,315,0
13150,314,0
13151,317,0
13152,317,0
13153,323,0
13154,320,0
13155,321,0
13156,323,457
13157,167,650
13158,0,624
13159,0,588
13160,0,469
13161,0,393
13162,0,325
13163,0,244
13164,0,206
13165,0,182
13166,0,235
13167,0,131
13168,0,189
13169,0,128
13170,139,192
13171,273,128
13172,339,82
13173,340,0
13174,344,0
13175,337,0
13176,329,0
13177,329,0
13178,328,0
13179,325,0
13180,320,0
13181,337,0
13182,321,0
13183,338,38
13184,336,49
13185,337,97
13186,328,126
13187,314,252
13188,230,186
13189,159,92
13190,106,194
13191,51,199
13192,18,273
13193,0,91
13194,0,272
13195,12,284
13196,97,193
13197,157,191
13198,202,291
13199,250,197
13200,289,80
13201,317,214
13202,328,67
13203,339,116
13204,338,60
13205,330,0
13206,337,0
13207,329,0
13208,332,0
13209,341,0
13210,336,0
13211,345,0
13212,335,0
13213,322,0
13214,330,0
13215,337,0
13216,331,57
13217,320,150
13218,244,156
13219,291,0
13220,283,0
13221,261,0
13222,252,0
13223,251,0
13224,242,0
